HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Ath Madrid,Getafe,2,0,H,9,10,5,5,11,16,5,0,7,3,1,0
Las Palmas,Eibar,1,2,A,4,14,2,5,13,17,4,3,3,3,0,0
Sevilla,Betis,3,5,A,14,9,3,5,16,18,12,0,3,6,0,0
Valencia,Girona,2,1,H,17,11,7,5,16,14,9,7,5,5,0,0
Ath Bilbao,Alaves,2,0,H,14,8,8,1,23,20,4,1,2,4,0,0
Barcelona,Levante,3,0,H,16,9,8,2,10,22,3,6,0,4,0,0
Celta,Real Madrid,2,2,D,10,19,5,8,10,15,3,7,2,2,0,0
Leganes,Sociedad,1,0,H,8,9,4,5,14,11,5,6,0,1,0,0
Villarreal,La Coruna,1,1,D,11,13,5,3,19,12,7,5,4,3,0,0
Malaga,Espanol,0,1,A,17,6,2,3,18,11,6,5,2,3,0,0
Getafe,Malaga,1,0,H,7,9,3,2,19,16,5,2,3,1,0,0
Eibar,Ath Madrid,0,1,A,11,7,4,3,12,9,9,1,2,1,0,0
Girona,Las Palmas,6,0,H,15,3,8,1,25,20,5,2,2,5,0,0
La Coruna,Valencia,1,2,A,12,12,2,5,13,8,8,10,2,1,0,0
Real Madrid,Villarreal,0,1,A,28,10,7,4,11,12,11,0,2,1,0,0
Alaves,Sevilla,1,0,H,12,14,3,1,18,12,5,4,5,2,1,0
Espanol,Ath Bilbao,1,1,D,11,8,3,3,14,16,4,2,2,4,0,0
Levante,Celta,0,1,A,15,3,5,2,19,7,6,2,4,3,0,0
Sociedad,Barcelona,2,4,A,15,11,6,5,15,13,7,3,2,2,0,0
Betis,Leganes,3,2,H,16,10,9,6,12,15,1,1,2,3,0,0
Getafe,Ath Bilbao,2,2,D,17,7,6,6,17,12,6,2,5,1,0,0
Ath Madrid,Girona,1,1,D,9,6,4,3,13,15,2,1,4,3,0,0
Espanol,Sevilla,0,3,A,9,12,0,7,18,14,8,2,4,2,0,0
Las Palmas,Valencia,2,1,H,20,14,6,8,18,16,3,6,2,9,0,2
Villarreal,Levante,2,1,H,18,16,6,4,14,16,6,4,2,2,0,0
Alaves,Leganes,2,2,D,14,8,6,4,13,14,4,6,3,3,1,0
Betis,Barcelona,0,5,A,7,14,2,10,12,9,4,2,2,2,0,0
Real Madrid,La Coruna,7,1,H,24,5,13,2,7,11,6,1,0,2,0,0
Sociedad,Celta,1,2,A,16,10,2,3,10,7,8,3,1,2,0,0
Eibar,Malaga,1,1,D,15,10,4,4,11,11,8,3,1,3,0,1
Ath Bilbao,Eibar,1,1,D,7,14,1,2,15,14,3,7,0,0,0,0
La Coruna,Levante,2,2,D,8,15,2,4,13,14,4,7,7,5,1,0
Malaga,Girona,0,0,D,7,11,1,2,18,7,5,4,2,1,1,0
Valencia,Real Madrid,1,4,A,11,13,4,7,20,22,4,4,2,3,0,0
Villarreal,Sociedad,4,2,H,11,24,7,6,16,6,2,9,1,1,0,0
Ath Madrid,Las Palmas,3,0,H,18,9,7,1,17,11,4,1,1,2,0,0
Barcelona,Alaves,2,1,H,18,7,12,4,6,18,8,1,0,2,0,0
Leganes,Espanol,3,2,H,11,12,6,4,20,19,1,7,2,4,0,0
Sevilla,Getafe,1,1,D,15,7,1,2,12,15,3,4,3,3,0,0
Celta,Betis,3,2,H,13,7,5,3,13,8,7,2,1,5,0,0
Sociedad,La Coruna,5,0,H,19,4,8,1,11,11,9,5,0,1,0,0
Alaves,Celta,2,1,H,9,16,3,4,13,11,2,1,3,2,0,0
Betis,Villarreal,2,1,H,13,12,4,3,11,12,2,6,1,2,0,1
Eibar,Sevilla,5,1,H,17,11,7,3,11,20,5,3,0,3,0,0
Levante,Real Madrid,2,2,D,12,23,4,9,14,7,4,6,3,3,0,0
Ath Madrid,Valencia,1,0,H,14,9,4,0,18,4,9,1,1,1,0,0
Espanol,Barcelona,1,1,D,7,12,2,2,15,12,0,7,5,3,0,0
Getafe,Leganes,0,0,D,11,2,1,1,17,20,5,2,2,6,0,0
Girona,Ath Bilbao,2,0,H,8,9,3,0,13,14,2,4,1,1,0,0
Las Palmas,Malaga,1,0,H,11,9,4,3,11,17,4,2,2,3,0,0
Ath Bilbao,Las Palmas,0,0,D,11,8,5,2,20,29,5,2,4,4,0,0
Leganes,Eibar,0,1,A,2,19,0,6,14,6,1,10,4,2,1,0
Malaga,Ath Madrid,0,1,A,13,5,3,1,22,19,3,3,3,2,0,0
Real Madrid,Sociedad,5,2,H,18,8,9,3,11,10,5,3,2,1,0,0
Villarreal,Alaves,1,2,A,27,5,6,4,15,15,13,2,4,4,0,0
Barcelona,Getafe,0,0,D,12,10,6,1,7,13,9,3,2,3,0,0
Celta,Espanol,2,2,D,18,3,7,2,9,16,9,1,3,4,0,0
Sevilla,Girona,1,0,H,13,14,4,6,13,19,7,2,2,2,0,0
Valencia,Levante,3,1,H,18,5,8,1,10,19,7,9,3,4,0,0
La Coruna,Betis,0,1,A,16,10,2,4,19,7,8,1,2,0,0,0
Girona,Leganes,3,0,H,10,10,5,5,12,10,4,4,3,5,0,0
Alaves,La Coruna,1,0,H,14,5,3,0,17,14,9,3,2,3,0,0
Eibar,Barcelona,0,2,A,13,10,3,6,13,6,6,0,3,1,1,0
Las Palmas,Sevilla,1,2,A,11,12,3,6,15,18,7,5,2,5,0,0
Malaga,Valencia,1,2,A,9,10,3,3,19,18,7,2,2,4,1,0
Ath Madrid,Ath Bilbao,2,0,H,14,4,4,0,6,12,5,2,3,2,0,0
Betis,Real Madrid,3,5,A,20,12,5,9,7,15,7,5,3,5,0,0
Espanol,Villarreal,1,1,D,15,8,3,3,7,19,2,5,1,7,0,0
Sociedad,Levante,3,0,H,13,9,3,1,12,13,2,4,0,2,0,0
Getafe,Celta,3,0,H,9,4,5,1,21,15,5,5,4,3,0,0
Leganes,Real Madrid,1,3,A,7,13,3,7,18,7,6,5,3,1,0,0
La Coruna,Espanol,0,0,D,17,9,4,1,9,10,4,2,5,1,0,0
Barcelona,Girona,6,1,H,21,10,14,4,11,11,5,3,1,1,0,0
Celta,Eibar,2,0,H,8,15,3,2,11,16,3,9,2,3,0,0
Leganes,Las Palmas,0,0,D,11,4,2,1,22,17,6,5,4,5,0,0
Real Madrid,Alaves,4,0,H,25,11,10,5,9,14,9,5,1,2,0,0
Ath Bilbao,Malaga,2,1,H,8,8,6,4,12,18,6,4,3,3,0,1
Sevilla,Ath Madrid,2,5,A,10,13,5,8,10,24,5,4,3,3,0,0
Valencia,Sociedad,2,1,H,7,9,4,3,12,9,4,4,2,3,0,0
Villarreal,Getafe,1,0,H,10,3,4,2,14,21,2,8,5,3,0,0
Levante,Betis,0,2,A,12,15,2,6,17,8,5,5,5,2,0,0
Espanol,Real Madrid,1,0,H,16,12,7,5,15,10,3,8,1,1,0,0
Girona,Celta,1,0,H,11,10,2,2,9,10,6,4,3,2,0,0
Ath Bilbao,Valencia,1,1,D,11,6,4,4,16,16,6,1,1,2,0,0
Ath Madrid,Leganes,4,0,H,15,9,8,3,10,10,5,1,1,3,0,0
Eibar,Villarreal,1,0,H,13,11,1,3,18,8,6,4,4,2,0,0
Getafe,La Coruna,3,0,H,14,9,5,1,6,9,10,6,2,4,0,0
Malaga,Sevilla,0,1,A,8,6,0,4,19,14,9,4,2,2,0,0
Alaves,Levante,1,0,H,15,6,5,1,14,17,5,3,4,4,1,1
Betis,Sociedad,0,0,D,8,13,4,5,11,7,4,10,2,0,0,0
Las Palmas,Barcelona,1,1,D,12,10,1,4,18,13,6,6,6,3,0,0
La Coruna,Eibar,1,1,D,7,16,2,3,6,8,2,9,1,2,1,0
Leganes,Malaga,2,0,H,10,4,3,1,11,14,6,1,1,1,0,0
Real Madrid,Getafe,3,1,H,14,4,6,4,13,18,8,0,1,3,0,1
Sevilla,Ath Bilbao,2,0,H,18,10,8,3,14,13,8,4,2,3,0,0
Villarreal,Girona,0,2,A,14,4,5,3,14,18,7,2,4,1,0,0
Barcelona,Ath Madrid,1,0,H,16,6,5,1,16,20,12,1,2,2,0,0
Levante,Espanol,1,1,D,13,15,4,3,14,13,2,1,0,3,0,0
Sociedad,Alaves,2,1,H,14,3,5,1,10,13,8,4,0,1,0,0
Valencia,Betis,2,0,H,12,9,6,4,14,11,7,0,1,4,0,0
Celta,Las Palmas,2,1,H,14,10,6,3,13,15,10,7,1,2,0,0
Girona,La Coruna,2,0,H,9,8,6,4,17,16,2,2,1,4,0,0
Eibar,Real Madrid,1,2,A,12,12,3,6,12,7,8,6,1,1,0,0
Getafe,Levante,0,1,A,11,12,4,4,14,16,4,7,5,7,0,1
Malaga,Barcelona,0,2,A,6,20,2,9,15,9,2,5,1,1,1,0
Sevilla,Valencia,0,2,A,21,10,5,5,15,15,7,3,4,2,0,0
Ath Bilbao,Leganes,2,0,H,13,12,5,1,12,14,3,6,2,5,0,0
Ath Madrid,Celta,3,0,H,7,8,3,2,14,10,6,4,1,2,0,0
Espanol,Sociedad,2,1,H,18,11,7,5,18,14,6,4,0,2,0,0
Las Palmas,Villarreal,0,2,A,9,11,3,4,15,17,7,3,1,1,1,0
Alaves,Betis,1,3,A,9,10,1,4,18,17,6,2,2,3,0,0
Levante,Eibar,2,1,H,6,13,3,4,11,11,4,5,4,3,0,0
Betis,Espanol,3,0,H,9,4,4,1,15,11,3,5,1,3,0,0
La Coruna,Las Palmas,1,1,D,13,8,3,1,24,12,9,2,3,3,0,0
Sociedad,Getafe,1,2,A,8,9,2,5,13,21,7,1,3,7,0,0
Valencia,Alaves,3,1,H,24,16,10,4,8,14,9,2,1,1,0,0
Barcelona,Ath Bilbao,2,0,H,18,10,9,3,7,14,6,5,2,2,0,0
Celta,Malaga,0,0,D,9,5,3,0,16,24,4,5,3,2,0,0
Leganes,Sevilla,2,1,H,12,10,6,4,13,11,5,4,2,4,0,1
Real Madrid,Girona,6,3,H,20,10,14,6,13,13,6,7,1,2,0,0
Villarreal,Ath Madrid,2,1,H,17,8,5,2,13,16,5,4,5,3,0,1
Ath Bilbao,Celta,1,1,D,11,13,2,3,10,10,4,5,3,1,0,0
Girona,Levante,1,1,D,12,15,5,6,13,12,5,7,1,3,0,0
Las Palmas,Real Madrid,0,3,A,17,17,3,7,11,17,3,3,3,0,0,0
Sevilla,Barcelona,2,2,D,21,20,6,9,11,7,5,9,2,0,0,0
Ath Madrid,La Coruna,1,0,H,15,10,3,2,14,15,9,7,2,3,0,0
Eibar,Sociedad,0,0,D,15,7,3,0,14,10,8,1,4,2,0,0
Espanol,Alaves,0,0,D,12,13,3,4,18,12,6,5,3,2,0,0
Leganes,Valencia,0,1,A,8,3,1,1,14,17,5,2,3,4,0,0
Malaga,Villarreal,1,0,H,13,11,3,1,17,13,3,6,2,3,0,0
Getafe,Betis,0,1,A,8,7,4,4,21,9,4,0,4,2,0,0
La Coruna,Malaga,3,2,H,14,11,6,4,16,14,7,6,4,3,0,0
Alaves,Getafe,2,0,H,11,5,2,1,17,22,1,3,2,3,0,0
Barcelona,Leganes,3,1,H,12,11,6,1,14,12,5,3,2,4,0,0
Betis,Eibar,2,0,H,13,5,4,2,10,11,7,8,2,2,0,0
Celta,Sevilla,4,0,H,12,16,6,6,8,12,3,10,1,2,0,0
Levante,Las Palmas,2,1,H,11,17,4,5,19,10,4,5,6,3,2,0
Real Madrid,Ath Madrid,1,1,D,30,9,8,5,12,17,11,2,2,3,0,0
Sociedad,Girona,5,0,H,13,8,7,1,8,20,4,5,2,2,0,0
Valencia,Espanol,1,0,H,14,21,6,6,17,10,4,3,3,2,0,0
Villarreal,Ath Bilbao,1,3,A,7,17,2,13,17,11,3,6,5,5,1,0
Girona,Betis,0,1,A,9,10,4,2,23,18,6,4,7,5,0,0
Ath Bilbao,La Coruna,2,3,A,13,5,4,3,5,9,11,6,2,1,0,0
Barcelona,Valencia,2,1,H,12,17,7,6,9,11,6,5,2,2,0,0
Las Palmas,Sociedad,0,1,A,7,20,0,11,6,16,4,6,0,0,0,0
Leganes,Celta,1,0,H,19,5,7,2,22,17,8,3,3,3,0,0
Sevilla,Villarreal,2,2,D,18,7,4,4,11,23,10,2,5,3,1,1
Ath Madrid,Levante,3,0,H,13,11,5,3,9,13,8,3,2,1,0,0
Eibar,Alaves,0,1,A,21,2,4,1,11,18,12,1,2,1,0,0
Getafe,Espanol,1,0,H,13,5,4,0,19,13,4,3,6,2,1,0
Malaga,Real Madrid,1,2,A,13,16,3,6,12,9,4,7,4,0,0,0
Celta,Barcelona,2,2,D,18,14,8,6,9,7,6,4,3,0,0,1
La Coruna,Sevilla,0,0,D,22,24,6,7,8,8,7,9,0,2,0,0
Villarreal,Leganes,2,1,H,17,6,6,1,14,14,10,4,1,1,0,0
Espanol,Eibar,0,1,A,10,5,4,1,17,17,3,6,3,2,0,0
Real Madrid,Ath Bilbao,1,1,D,29,6,10,2,6,19,16,2,2,4,0,0
Valencia,Getafe,1,2,A,10,8,3,3,10,14,7,5,1,7,1,0
Alaves,Girona,1,2,A,11,14,5,5,15,12,3,6,4,4,0,0
Betis,Las Palmas,1,0,H,17,1,8,0,18,17,6,3,3,5,0,1
Levante,Malaga,1,0,H,11,10,2,2,9,17,4,3,1,1,0,0
Sociedad,Ath Madrid,3,0,H,12,9,4,2,13,13,6,6,1,0,0,0
Leganes,La Coruna,0,0,D,13,12,0,3,12,13,9,4,0,2,0,0
Celta,Valencia,1,1,D,10,17,3,7,14,19,4,3,1,2,0,0
Eibar,Getafe,0,1,A,12,7,2,4,15,16,8,3,4,1,0,0
Ath Madrid,Betis,0,0,D,10,10,2,4,17,14,8,3,2,5,0,0
Girona,Espanol,0,2,A,20,5,6,4,18,18,10,0,1,2,0,0
Las Palmas,Alaves,0,4,A,12,10,1,7,14,19,3,3,2,2,0,0
Malaga,Sociedad,2,0,H,4,14,3,2,16,0,5,3,4,1,0,0
Ath Bilbao,Levante,1,3,A,18,11,5,7,13,14,2,9,3,3,0,0
Levante,Sevilla,2,1,H,15,22,5,4,4,15,4,8,1,1,0,0
Espanol,Las Palmas,1,1,D,16,13,7,2,18,22,6,7,2,4,0,0
Real Madrid,Leganes,2,1,H,12,16,5,6,16,15,3,2,0,1,0,1
Sociedad,Ath Bilbao,3,1,H,17,9,4,3,16,16,3,7,3,6,1,0
Villarreal,Celta,4,1,H,13,15,7,4,14,8,5,7,2,0,0,0
Alaves,Ath Madrid,0,1,A,7,14,3,6,14,12,3,4,4,6,0,1
Getafe,Girona,1,1,D,10,15,2,2,19,21,4,4,6,4,1,0
La Coruna,Barcelona,2,4,A,17,21,5,9,9,9,6,7,1,1,0,0
Valencia,Eibar,0,0,D,16,8,5,2,12,19,8,2,2,3,0,0
Betis,Malaga,2,1,H,12,9,3,3,9,17,6,4,1,4,0,0
Sevilla,Sociedad,1,0,H,16,11,6,1,17,13,6,4,4,2,0,0
Ath Bilbao,Betis,2,0,H,14,6,5,3,13,12,4,5,0,2,0,0
Celta,La Coruna,1,1,D,13,11,4,2,6,11,4,10,4,2,0,0
Girona,Eibar,1,4,A,16,15,5,6,12,13,6,5,2,5,0,0
Villarreal,Valencia,1,0,H,13,6,5,2,18,18,7,3,5,3,0,0
Ath Madrid,Espanol,0,2,A,9,14,3,6,9,13,6,3,1,3,0,0
Barcelona,Real Madrid,2,2,D,11,17,4,5,8,20,6,5,3,5,1,0
Las Palmas,Getafe,0,1,A,21,8,4,1,8,28,9,4,0,2,0,0
Malaga,Alaves,0,3,A,16,13,4,7,15,13,6,7,2,1,0,0
Leganes,Levante,0,3,A,13,10,2,3,15,11,6,5,5,1,1,0
Barcelona,Villarreal,5,1,H,12,20,6,7,6,15,4,4,0,3,0,0
Sevilla,Real Madrid,3,2,H,14,14,6,4,21,9,2,3,3,1,0,0
Alaves,Ath Bilbao,3,1,H,4,13,3,4,15,13,0,8,2,5,0,0
Betis,Sevilla,2,2,D,9,13,5,5,10,19,4,5,1,4,0,0
Eibar,Las Palmas,1,0,H,10,8,5,2,13,12,3,11,3,1,0,0
Getafe,Ath Madrid,0,1,A,11,5,4,3,13,17,8,2,3,2,0,0
Girona,Valencia,0,1,A,16,10,4,4,16,11,6,2,2,3,0,0
La Coruna,Villarreal,2,4,A,16,11,7,7,14,5,11,0,3,0,0,0
Real Madrid,Celta,6,0,H,15,5,10,1,5,10,4,2,0,1,0,0
Sociedad,Leganes,3,2,H,11,9,6,3,8,12,5,1,1,2,0,0
Espanol,Malaga,4,1,H,19,9,7,3,13,19,5,3,0,2,0,0
Levante,Barcelona,5,4,H,12,18,7,7,18,12,3,8,6,6,0,0
Celta,Levante,4,2,H,20,7,9,3,9,15,5,3,1,3,0,1
Las Palmas,Girona,1,2,A,13,12,7,6,7,19,4,3,1,2,0,0
Leganes,Betis,3,2,H,8,16,3,8,9,9,6,4,2,0,1,0
Malaga,Getafe,0,1,A,6,11,2,3,19,12,2,9,4,1,0,0
Sevilla,Alaves,1,0,H,20,10,8,4,15,12,8,3,2,2,0,0
Villarreal,Real Madrid,2,2,D,14,15,5,7,13,10,4,5,4,3,0,0
Ath Bilbao,Espanol,0,1,A,12,11,3,4,4,11,7,7,0,1,0,0
Ath Madrid,Eibar,2,2,D,8,14,4,3,14,14,2,2,6,2,1,0
Barcelona,Sociedad,1,0,H,12,13,4,2,13,13,3,8,3,2,0,0
Valencia,La Coruna,2,1,H,22,12,5,7,8,11,8,4,0,0,0,0
La Coruna,Eibar,2,1,H,11,12,6,6,14,17,1,8,3,3,0,0
Malaga,Osasuna,1,1,D,14,8,4,3,11,22,5,3,2,3,0,0
Barcelona,Betis,6,2,H,30,6,12,2,17,13,10,2,1,3,0,0
Granada,Villarreal,1,1,D,7,12,1,3,17,11,7,3,2,3,0,0
Sevilla,Espanol,6,4,H,16,10,11,7,8,15,8,2,2,2,0,0
Ath Madrid,Alaves,1,1,D,27,2,6,1,7,15,20,2,0,4,0,0
Sociedad,Real Madrid,0,3,A,8,18,0,8,22,11,4,7,2,3,0,0
Sp Gijon,Ath Bilbao,2,1,H,12,13,4,4,18,15,2,5,3,3,0,0
Celta,Leganes,0,1,A,10,15,2,6,5,13,8,4,4,1,0,1
Valencia,Las Palmas,2,4,A,17,6,8,4,15,18,12,1,2,2,0,0
Betis,La Coruna,0,0,D,15,12,5,1,20,15,13,2,0,2,0,0
Espanol,Malaga,2,2,D,7,9,2,3,20,17,3,4,2,4,0,0
Eibar,Valencia,1,0,H,13,13,6,3,13,11,6,10,2,2,0,0
Leganes,Ath Madrid,0,0,D,6,10,1,3,19,5,1,8,3,1,0,0
Osasuna,Sociedad,0,2,A,8,5,3,4,14,14,10,1,2,1,0,0
Real Madrid,Celta,2,1,H,24,8,10,3,8,11,7,2,0,2,0,0
Alaves,Sp Gijon,0,0,D,13,7,2,1,10,12,4,6,1,1,0,0
Ath Bilbao,Barcelona,0,1,A,9,12,4,3,20,13,4,4,5,4,0,0
Las Palmas,Granada,5,1,H,15,13,10,2,8,16,6,4,5,1,0,0
Villarreal,Sevilla,0,0,D,12,6,5,0,16,12,5,1,1,3,0,0
Sociedad,Espanol,1,1,D,9,4,3,1,10,10,11,1,2,2,0,1
Barcelona,Alaves,1,2,A,16,5,2,4,12,12,13,0,1,1,0,0
Celta,Ath Madrid,0,4,A,9,13,1,6,13,12,6,4,1,2,0,0
Malaga,Villarreal,0,2,A,15,12,2,6,8,14,9,7,2,1,0,0
Real Madrid,Osasuna,5,2,H,25,10,11,3,14,14,6,7,2,2,0,1
Sevilla,Las Palmas,2,1,H,16,7,7,4,15,13,10,1,2,4,0,1
Granada,Eibar,1,2,A,15,10,5,8,7,8,6,7,2,0,0,1
La Coruna,Ath Bilbao,0,1,A,16,7,3,2,15,15,7,6,2,3,0,0
Sp Gijon,Leganes,2,1,H,7,9,4,2,12,16,3,5,0,2,0,0
Valencia,Betis,2,3,A,23,12,9,5,15,21,5,5,2,4,1,0
Betis,Granada,2,2,D,23,15,7,8,13,17,7,3,4,3,1,1
Ath Madrid,Sp Gijon,5,0,H,18,10,7,1,14,9,1,4,0,2,0,0
Eibar,Sevilla,1,1,D,10,8,2,4,19,10,4,2,1,1,2,0
Las Palmas,Malaga,1,0,H,6,10,2,2,11,18,2,2,3,1,0,0
Leganes,Barcelona,1,5,A,15,10,6,7,28,7,2,5,4,2,0,0
Ath Bilbao,Valencia,2,1,H,13,10,4,2,19,20,7,1,4,4,0,0
Espanol,Real Madrid,0,2,A,11,13,2,7,19,8,4,5,4,2,0,0
Osasuna,Celta,0,0,D,9,13,2,5,18,13,3,5,4,1,0,0
Villarreal,Sociedad,2,1,H,9,15,4,2,13,16,3,6,2,3,0,1
Alaves,La Coruna,0,0,D,9,16,1,1,16,8,4,5,3,4,0,0
Malaga,Eibar,2,1,H,14,12,6,3,7,13,7,5,2,4,0,0
Sevilla,Betis,1,0,H,12,8,3,3,24,17,6,2,5,4,0,0
Barcelona,Ath Madrid,1,1,D,19,9,7,4,14,17,8,2,2,4,0,0
Celta,Sp Gijon,2,1,H,16,4,5,1,16,8,8,0,2,3,0,0
Granada,Ath Bilbao,1,2,A,13,13,2,8,8,9,6,3,1,0,0,0
Real Madrid,Villarreal,1,1,D,22,8,6,3,9,9,17,3,4,1,0,0
Sociedad,Las Palmas,4,1,H,17,8,7,3,3,7,7,4,1,2,0,1
La Coruna,Leganes,1,2,A,12,8,5,2,20,18,7,1,0,3,0,0
Osasuna,Espanol,1,2,A,17,10,11,2,16,14,7,1,2,1,0,0
Valencia,Alaves,2,1,H,12,8,2,1,14,13,7,4,2,3,0,0
Betis,Malaga,1,0,H,11,16,4,6,20,15,6,5,4,6,0,0
Ath Bilbao,Sevilla,3,1,H,14,5,7,2,9,9,4,5,2,2,0,1
Eibar,Sociedad,2,0,H,17,3,3,0,15,13,5,3,4,2,0,1
Las Palmas,Real Madrid,2,2,D,8,27,6,11,7,19,0,5,3,2,0,0
Sp Gijon,Barcelona,0,5,A,10,13,3,7,15,10,4,3,1,0,1,0
Ath Madrid,La Coruna,1,0,H,21,8,5,1,13,19,10,0,1,2,0,1
Espanol,Celta,0,2,A,10,12,2,4,15,13,4,7,2,3,0,0
Leganes,Valencia,1,2,A,7,10,3,4,19,17,1,5,4,4,0,0
Villarreal,Osasuna,3,1,H,12,11,5,3,7,16,5,5,0,2,0,0
Alaves,Granada,3,1,H,16,13,6,3,15,19,5,6,3,3,0,0
Sociedad,Betis,1,0,H,16,5,8,2,17,22,4,2,2,3,0,0
Granada,Leganes,0,1,A,8,9,1,3,13,20,6,4,1,0,0,0
La Coruna,Sp Gijon,2,1,H,21,7,6,2,17,26,11,4,0,4,0,0
Osasuna,Las Palmas,2,2,D,5,17,3,5,17,7,1,12,3,4,0,0
Sevilla,Alaves,2,1,H,20,6,12,1,10,13,9,2,2,6,0,0
Celta,Barcelona,4,3,H,14,13,9,4,16,11,3,6,1,3,0,0
Espanol,Villarreal,0,0,D,9,5,1,1,14,10,3,1,2,2,0,0
Malaga,Ath Bilbao,2,1,H,15,7,3,1,19,11,7,2,7,3,1,1
Real Madrid,Eibar,1,1,D,15,7,3,4,8,15,7,5,4,5,0,0
Valencia,Ath Madrid,0,2,A,14,17,5,10,10,15,6,5,1,3,0,0
Las Palmas,Espanol,0,0,D,13,5,8,2,13,21,8,4,2,3,0,0
Ath Madrid,Granada,7,1,H,17,9,11,2,14,8,11,3,1,1,0,0
Barcelona,La Coruna,4,0,H,25,7,8,0,5,15,8,2,1,2,0,1
Betis,Real Madrid,1,6,A,13,22,2,9,14,8,2,5,4,1,0,0
Leganes,Sevilla,2,3,A,19,5,6,4,17,20,5,2,2,5,0,0
Alaves,Malaga,1,1,D,8,12,4,5,14,14,6,7,3,3,1,1
Ath Bilbao,Sociedad,3,2,H,15,6,11,3,17,19,7,4,3,3,0,0
Sp Gijon,Valencia,1,2,A,10,7,2,3,21,11,4,4,5,1,0,0
Villarreal,Celta,5,0,H,11,4,5,1,19,12,3,5,1,4,0,1
Eibar,Osasuna,2,3,A,13,8,5,4,15,12,5,0,1,2,0,0
Osasuna,Betis,1,2,A,13,12,5,6,20,12,6,4,3,2,1,0
Espanol,Eibar,3,3,D,11,8,5,3,11,12,7,6,1,6,1,0
Granada,Sp Gijon,0,0,D,12,3,1,3,10,12,3,3,4,1,0,0
Sociedad,Alaves,3,0,H,16,10,5,3,17,20,4,2,3,5,0,0
Valencia,Barcelona,2,3,A,7,15,4,8,15,13,3,1,5,4,0,0
Celta,La Coruna,4,1,H,9,11,7,1,17,15,5,4,3,5,0,0
Malaga,Leganes,4,0,H,24,14,8,5,12,15,5,8,1,3,0,0
Real Madrid,Ath Bilbao,2,1,H,24,10,8,3,10,17,6,4,2,3,0,0
Sevilla,Ath Madrid,1,0,H,12,9,5,3,15,11,4,5,4,2,0,1
Villarreal,Las Palmas,2,1,H,14,8,4,4,16,12,2,1,2,3,0,0
Leganes,Sociedad,0,2,A,7,9,4,5,19,15,1,4,5,2,0,0
Alaves,Real Madrid,1,4,A,8,15,3,5,15,6,4,3,5,1,0,0
Ath Madrid,Malaga,4,2,H,16,6,7,3,10,10,6,2,2,4,1,1
Barcelona,Granada,1,0,H,15,1,5,0,7,17,8,1,1,4,0,0
Sp Gijon,Sevilla,1,1,D,9,20,5,6,17,9,3,4,6,2,0,0
Ath Bilbao,Osasuna,1,1,D,18,7,4,3,10,11,9,2,2,1,0,0
Betis,Espanol,0,1,A,13,10,5,5,15,15,8,3,3,3,0,0
Eibar,Villarreal,2,1,H,13,6,9,1,16,16,3,7,2,3,0,0
Las Palmas,Celta,3,3,D,17,9,8,6,13,22,8,1,2,6,0,1
La Coruna,Valencia,1,1,D,16,10,4,3,14,21,5,6,1,5,0,0
Malaga,Sp Gijon,3,2,H,22,7,7,4,12,20,9,2,5,4,0,1
Granada,La Coruna,1,1,D,14,13,6,5,11,7,7,6,1,2,0,0
Las Palmas,Eibar,1,0,H,16,13,6,5,10,20,7,4,1,4,0,0
Osasuna,Alaves,0,1,A,10,12,4,3,18,10,3,4,5,2,0,0
Sociedad,Ath Madrid,2,0,H,12,9,3,2,18,20,6,6,2,4,0,0
Celta,Valencia,2,1,H,7,13,4,4,19,15,4,3,6,1,0,0
Espanol,Ath Bilbao,0,0,D,6,4,3,0,13,11,5,3,1,2,0,0
Real Madrid,Leganes,3,0,H,17,7,7,3,7,20,2,2,3,5,0,0
Sevilla,Barcelona,1,2,A,15,14,4,7,18,12,3,5,4,6,0,0
Villarreal,Betis,2,0,H,15,7,7,3,16,12,10,1,0,2,0,0
Betis,Las Palmas,2,0,H,10,9,3,3,22,10,4,5,0,1,0,0
Ath Madrid,Real Madrid,0,3,A,16,12,5,7,21,14,8,6,4,2,0,0
Barcelona,Malaga,0,0,D,28,4,8,1,13,12,14,1,0,2,0,2
Eibar,Celta,1,0,H,12,6,5,2,11,13,7,0,2,5,0,2
La Coruna,Sevilla,2,3,A,4,20,3,7,15,12,3,14,3,2,0,0
Alaves,Espanol,0,1,A,10,10,4,3,20,14,2,5,5,2,0,0
Ath Bilbao,Villarreal,1,0,H,12,6,5,2,13,17,6,5,0,2,0,0
Sp Gijon,Sociedad,1,3,A,4,20,1,9,17,9,3,5,2,1,0,0
Valencia,Granada,1,1,D,14,9,7,5,7,18,11,2,1,5,0,0
Leganes,Osasuna,2,0,H,15,5,5,2,13,17,3,2,2,3,0,0
Eibar,Betis,3,1,H,16,7,9,2,11,7,5,1,0,1,0,1
Espanol,Leganes,3,0,H,8,8,4,3,19,16,3,4,1,2,0,0
Malaga,La Coruna,4,3,H,10,24,4,8,15,13,2,5,3,1,0,0
Real Madrid,Sp Gijon,2,1,H,19,9,7,3,19,18,5,6,1,3,0,0
Sevilla,Valencia,2,1,H,6,10,1,4,19,14,3,6,0,1,0,0
